Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
ESTADOS UNIDOS|PUERTO BARRIOS|08/08/2012| 87032470|2003|TOYOTA|4RUNNER LIMITED 4WD|4700|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|36000.17|4320.02|
ALEMANIA REP. FED.|TECUN UMAN|10/08/2012| 87032369|2003|AUDI|A4 1.8T|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|27593.51|3311.22|
JAPON|EL CARMEN|10/08/2012| 87032373|2004|HONDA|CR-V 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|35926.6|4311.19|
COREA DEL SUR|TECUN UMAN|11/08/2012| 87032379|2003|HYUNDAI|SANTA FE GLS 4X2|2700|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|23466.28|2815.95|
ESTADOS UNIDOS|EL CARMEN|11/08/2012| 87032369|2007|TOYOTA|COROLLA CE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|28497.58|3419.71|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|11/08/2012| 87032369|2006|HONDA|CIVIC SI|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|22680.14|2721.62|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|11/08/2012| 87032374|2007|MAZDA|5|2300|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|6|4|0|22287.07|2674.45|
JAPON|TECUN UMAN|12/08/2012| 87043159|1985|TOYOTA|4X2 LONG BED DLX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|29198.5|3503.82|
JAPON|TECUN UMAN|12/08/2012| 87112090|2007|SUZUKI|DR-Z 125|124|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|12381.71|1485.81|
JAPON|TECUN UMAN|12/08/2012| 87112090|2004|YAMAHA|TT-R125 LES ELECTRIC STAR|124|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|12604.97|1512.6|
JAPON|TECUN UMAN|12/08/2012| 87113090|2006|HONDA|CRF450R|449|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|37847.3|4541.68|
COLOMBIA|SANTO TOMAS DE CASTILLA|13/08/2012| 87032363|2013|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|112103.33|13452.4|
COLOMBIA|SANTO TOMAS DE CASTILLA|13/08/2012| 87032369|2013|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|98336.25|11800.35|
COLOMBIA|SANTO TOMAS DE CASTILLA|13/08/2012| 87032369|2013|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|98336.25|11800.35|
COLOMBIA|SANTO TOMAS DE CASTILLA|13/08/2012| 87032369|2013|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|98336.25|11800.35|
JAPON|TECUN UMAN|13/08/2012| 87032374|2003|MAZDA|MPV  LX|3000|LIVIANO|MICROBUS|OCASIONAL|GASOLINA|7|4|0|16795.83|2015.5|
JAPON|EL CARMEN|13/08/2012| 87043151|1985|TOYOTA|XTRA CAB SR5 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|26590.12|3190.81|
ESTADOS UNIDOS|TECUN UMAN|13/08/2012| 87043151|1997|TOYOTA|TACOMA XTRA CAB 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|22342|2681.04|
JAPON|TECUN UMAN|14/08/2012| 87032369|2010|MITSUBISHI|LANCER|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|35825.86|4299.1|
JAPON|TECUN UMAN|14/08/2012| 87032374|2002|MAZDA|MPV LX|3000|LIVIANO|MICROBUS|OCASIONAL|GASOLINA|7|4|0|14514.43|1741.73|
MEXICO|CENTRAL DE GUATEMALA|14/08/2012| 87032369|2012|VOLKSWAGEN|JETTA TRENDLINE|2000|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|94976.45|11397.17|
CANADA|TECUN UMAN|14/08/2012| 87032369|2005|HONDA|CIVIC LX|1700|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|24466.06|2935.93|
ESTADOS UNIDOS|TECUN UMAN|13/08/2012| 87043151|1997|TOYOTA|TACOMA XTRACAB LX 4X4|2700|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|38020.73|4562.49|
ESTADOS UNIDOS|TECUN UMAN|13/08/2012| 87032369|2008|HONDA|CIVIC EX|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|27219.47|3266.34|
JAPON|TECUN UMAN|13/08/2012| 87032373|2003|SUZUKI|XL-7 LIMITED V6 4X4|2700|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|39798.65|4775.84|
ESTADOS UNIDOS|EL CARMEN|13/08/2012| 87043151|1998|TOYOTA|TACOMA XTRA CAB 4X2 SR5|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|36030.4|4323.65|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|13/08/2012| 87043151|1994|TOYOTA|4X4 EX/C|2700|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|2|1|28018.36|3362.2|
COREA DEL SUR|TECUN UMAN|13/08/2012| 87032369|2010|KIA|SOUL ANCIRA|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|24859.4|2983.13|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YBR125G|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|2642617.45|317114.09|
ESTADOS UNIDOS|CENTRAL DE GUATEMALA|10/08/2012| 87032379|2012|JEEP|COMPASS|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|132798.17|15935.78|
JAPON|PUERTO QUETZAL|08/08/2012| 87032379|2006|MERCEDES-BENZ|C230|2500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|75694.69|9083.36|
ALEMANIA REP. FED.|CENTRAL DE GUATEMALA|08/08/2012| 87032363|2013|AUDI|Q3 2.0 TFSI QUATTRO|2000|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|219582.35|26349.88|
ESTADOS UNIDOS|PUERTO BARRIOS|08/08/2012| 87032369|2005|HYUNDAI|ELANTRA|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19139.83|2296.78|
MEXICO|CENTRAL DE GUATEMALA|09/08/2012| 87032379|2012|HONDA|CRV LX 4X2|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|140505.46|16860.66|
ESTADOS UNIDOS|PUERTO BARRIOS|08/08/2012| 87043151|1993|TOYOTA|4X4 XTRA CAB|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|2|1|16349.42|1961.93|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|08/08/2012| 87042390|2005|INTERNATIONAL|8600 6X4|10800|PESADO|CAMION|OCASIONAL|DIESEL|2|2|25|628824|75458.88|
ESTADOS UNIDOS|PUERTO BARRIOS|08/08/2012| 87032379|2007|BMW|328 Xi|2996|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|61184.58|7342.15|
ESTADOS UNIDOS|PUERTO BARRIOS|08/08/2012| 87043151|2003|CHEVROLET|S10 LS 4X4 ZR5|4300|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|4|1|43038.05|5164.57|
JAPON|EL CARMEN|08/08/2012| 87043151|1993|TOYOTA|X-CAB 4X4 DX V6|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|24209.72|2905.17|
ESTADOS UNIDOS|EL CARMEN|08/08/2012| 87043151|1999|NISSAN|FRONTIER SE 4X4 KING CAB|3300|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|37965.25|4555.83|
COREA DEL SUR|TECUN UMAN|11/08/2012| 87032369|2006|CHEVROLET|AVEO LT|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|29516.88|3542.03|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|471486.13|56578.34|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|471486.13|56578.34|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|471486.13|56578.34|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|471486.13|56578.34|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|636821.86|76418.62|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|636821.86|76418.62|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|636821.86|76418.62|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|636821.86|76418.62|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|636821.86|76418.62|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|3198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|208918.43|25070.21|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|3198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|863766.9|103652.03|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|3198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|863766.9|103652.03|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|3198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|863766.9|103652.03|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|3198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|863766.9|103652.03|
TAILANDIA|PUERTO QUETZAL|13/08/2012| 87042159|2013|MAZDA|BT-50 4X4 FREESTYLE|2198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|4|4|1|185081.88|22209.83|
JAPON|TECUN UMAN|13/08/2012| 87032369|2007|MAZDA|MAZDA 3|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|16048.48|1925.82|
JAPON|TECUN UMAN|14/08/2012| 87032269|2007|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|29579.54|3549.54|
JAPON|TECUN UMAN|14/08/2012| 87032379|2009|MAZDA|5|2300|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|6|4|0|28391.64|3407|
COREA DEL SUR|TECUN UMAN|13/08/2012| 87032379|2004|HYUNDAI|SANTA FE 4X2|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|19745.92|2369.51|
ESTADOS UNIDOS|TECUN UMAN|13/08/2012| 87032379|2006|MAZDA|MAZDA6I|2300|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|23128.69|2775.44|
JAPON|TECUN UMAN|14/08/2012| 87032369|2008|SUZUKI|SX4|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|25598.89|3071.87|
JAPON|EL CARMEN|13/08/2012| 87042290|1999|HINO|FE2620|8000|PESADO|CAMION FURGON |OCASIONAL|DIESEL|3|2|10|167722.31|20126.68|
ESTADOS UNIDOS|TECUN UMAN|14/08/2012| 87021080|1997|INTERNATIONAL|3800 DT466E|7600|PESADO|BUS|OCASIONAL|DIESEL|64|2|5|43425.29|5211.03|
JAPON|CENTRAL DE GUATEMALA|10/08/2012| 87021070|2013|NISSAN|URVAN E25|3000|PESADO|MICROBUS|OCASIONAL|DIESEL|15|4|0|151730.75|18207.69|
JAPON|EL CARMEN|09/08/2012| 87032369|2003|MITSUBISHI|LANCER ES|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18705.37|2244.64|
JAPON|CENTRAL DE GUATEMALA|10/08/2012| 87021070|2012|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|15|4|0|136454.9|16374.59|
JAPON|EL CARMEN|09/08/2012| 87032369|2003|MAZDA|PROTEGE LX|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|21298.97|2555.88|
